bench_name,status,command,artifact_path,duration_ms,blocked_category,blocked_detail,metric_name,metric_value,unit
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_latency_us_4K,133.663299,us
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_bandwidth_gbps_4K,0.02854,GB/s
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_latency_us_16K,121.299992,us
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_bandwidth_gbps_16K,0.125794,GB/s
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_latency_us_64K,110.139643,us
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_bandwidth_gbps_64K,0.554162,GB/s
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_latency_us_1M,349.356676,us
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_bandwidth_gbps_1M,2.795317,GB/s
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_latency_us_16M,4645.272042,us
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_bandwidth_gbps_16M,3.363635,GB/s
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_latency_us_256M,118052.966078,us
npu_copy_d2h,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_d2h torch-npu microbench>,microbench/npu_copy_d2h.csv,266.15,,,d2h_bandwidth_gbps_256M,2.117694,GB/s
